x,y,mag,prof,ano,catprof,catmag,descripcion
1117890.375,1248262.246,4.7,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1103076.607,1248342.07,4.1,150,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1121869.987,1248381.829,4.2,169.8,2007,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1120985.318,1248490.419,5.2,159.97,2000,intermedio,Moderada Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1126734.057,1248503.814,4.1,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1090805.746,1248540.899,4.2,138.37,2007,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1112914.903,1248583.271,4.8,162,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114683.69,1248587.058,4,148.01,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116894.686,1248591.875,5.3,180,1999,intermedio,Moderada Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1124301.627,1248608.682,4,160,1999,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1124522.732,1248609.199,4.6,170,1998,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1120653.161,1248710.884,4,166.9,2002,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1130271.25,1248733.592,4,157.9,2001,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1104844.482,1248787.949,4.6,160,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114351.566,1248807.559,4.4,165,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115346.507,1248809.709,4.3,163.2,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1107607.921,1248904.079,4.8,159,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110150.502,1248909.29,4.2,158.2,2005,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1099427.346,1248998.743,4.9,150,1998,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1110924.104,1249021.507,4.3,170,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1104843.827,1249119.763,4.3,170,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114793.045,1249140.336,4.5,165,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1104511.974,1249229.714,4,144.3,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1127727.179,1249280.48,4.7,155,1995,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1130491,1249287.2,4.6,165,1995,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1093678.504,1249320.1,4.8,150,1994,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1099426.725,1249330.553,4.1,150.1,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1120098.655,1249483.899,4.1,163.3,1997,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1103848.055,1249560.227,4,160,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110038.35,1249683.306,4.2,160,1999,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1099646.981,1249773.382,4.3,170,1999,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1093788.069,1249873.305,5,157.3,1998,intermedio,Moderada Magnitud,Shales con yeso  cherts  calizas y arenitas.
1107052.734,1250119.624,4.1,160.6,2001,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1098540.53,1250324.333,4,152.8,1998,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1108599.9,1250343.982,4.5,158.13,1993,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1083285.943,1250408.778,4.2,150,1997,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1097324.376,1250432.69,4.3,152,2007,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1109262.936,1250455.951,4.2,154.3,2008,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1114126.9,1250466.198,4.3,160,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114569.082,1250467.152,4.1,164.37,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1105283.156,1250558.503,4.4,158.7,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110589.235,1250569.308,4.4,158.85,2002,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1117885.218,1250585.031,4.2,172.05,2003,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1127945.083,1250608.358,4.1,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1118106.064,1250696.132,4.3,169,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1122306.844,1250705.66,4.6,165.7,1994,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1130376.913,1250724.898,4.1,160,1994,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1119984.853,1250921.573,4,160,1997,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1098649.63,1251098.762,6.2,164.2,1999,intermedio,Fuerte Magnitud,Shales con yeso  cherts  calizas y arenitas.
1109814.281,1251120.731,5.1,158.57,1997,intermedio,Moderada Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1124737.857,1251153.773,4.3,166.3,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1119541.669,1251363.011,4.1,160,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1127501.021,1251381.577,4.4,160.4,1997,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1114235.299,1251461.906,5,169.91,1995,intermedio,Moderada Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1104839.016,1251553.072,4,152.7,1997,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1105612.799,1251554.61,4.3,156.3,2003,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1103512.102,1251771.671,4,142.3,2000,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1099421.953,1251874.433,4.1,150,1995,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1099421.953,1251874.433,4.4,143.4,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1107822.715,1252001.49,4.6,152.3,2001,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1116444.956,1252019.764,4,160,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116776.585,1252020.495,4.1,155,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114897.119,1252126.989,4.1,160.1,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1111912.259,1252231.198,4.8,175,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1112575.506,1252232.605,4.2,162.3,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110696.079,1252339.245,4.2,151.9,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1114233.389,1252346.768,4.4,160,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1128825.175,1252380.301,4.1,166.6,1994,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1100968.435,1252430.383,4.8,150,2001,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1110474.767,1252449.39,4.8,171.2,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110585.307,1252449.621,4.3,159.9,2005,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1124845.012,1252591.979,4.1,150.39,2007,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1099420.29,1252759.261,5,150,1995,intermedio,Moderada Magnitud,Shales con yeso  cherts  calizas y arenitas.
1121970.103,1252917.1,4,162.1,2003,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1123407.162,1252920.437,4,160,1997,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1123628.249,1252920.953,4.9,163.7,2002,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1128934.103,1253044.246,4,160,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1123406.387,1253252.269,4.2,167.3,1994,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1122742.875,1253361.334,5.4,140.02,2000,intermedio,Moderada Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1099419.041,1253422.882,4.4,155,1999,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1104171.852,1253542.65,4.1,150.9,1997,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1106382.578,1253547.058,4.2,155.5,1998,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1119204.797,1253685.06,4.8,163.1,1996,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1083391.249,1253726.939,4.2,152,1999,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1128268.953,1253816.919,4.5,168.35,1994,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1106934.589,1253879.991,4.6,153.1,1993,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1126500.004,1253923.262,4,159.5,2003,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1100191.316,1254198.571,4.3,176,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1116771.695,1254232.668,4,160,1999,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115887.147,1254341.326,4.5,158.62,2008,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116329.298,1254342.299,4.7,156.6,1999,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1097317.047,1254414.397,4.2,170,2000,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1083390.026,1254501.137,4.2,150,1998,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1109917.461,1254660.369,4.2,159.8,1994,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1130256.003,1254927.923,5,170,1994,intermedio,Moderada Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1134235.52,1254937.909,4,165,1994,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1123181.17,1255021.525,5,160.58,2000,intermedio,Moderada Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1115663.887,1255336.316,4,176,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1109031.578,1255432.777,4.4,155,1994,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1102951.854,1255641.752,4,154,2005,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1110910.185,1255657.914,4.4,160,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116436.903,1255669.846,4,150,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1097535.45,1255852.647,4.1,149,1998,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1103393.545,1255863.828,4.5,154.5,2008,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1112677.779,1256104.099,4.4,163.9,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1070124.401,1256251.381,4.1,160,1994,intermedio,Ligera Magnitud,Shales  calizas  arenitas  cherts y fosforitas
1112566.772,1256325.077,4.7,161.74,2000,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1115219.565,1256330.821,4,156,2001,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1118867.188,1256338.937,4.3,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1141747.166,1256948.704,5.4,150,2000,intermedio,Moderada Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1126271.228,1257130.476,4.7,196,2003,profundo,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1119086.253,1257224.313,4,166.4,1994,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1121738.794,1257341.002,4.1,166.2,2011,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1111127.278,1257538.7,4.2,150,1998,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1118642.873,1257776.359,4.6,21.3,2000,superficial,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
1112010.101,1258204.222,4.3,164,1996,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1116762.858,1258214.582,4.5,150,1997,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1097530.728,1258396.521,4.2,141.4,1997,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1126156.439,1258900,4.1,170,1995,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1122729.716,1259002.478,4.5,150,2000,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1111344.347,1259419.49,4.3,160,1994,intermedio,Ligera Magnitud,Cuarzoarenitas de grano fino a conglomeráticas con intercalaciones de lodolitas y conglomerados
1120075.48,1259659.994,4.6,164.9,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1128474.899,1260011.764,5.1,163,2000,intermedio,Moderada Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1121953.43,1260106.778,4.2,150,2000,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1129909.047,1261121.443,4,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1118303.535,1261204.501,4,150,2000,intermedio,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
1109019.396,1261294.92,4,160,1995,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1119298.001,1261317.372,4.1,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1132338.157,1262123.07,4.4,160,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1129353.667,1262226.204,4.3,160,1995,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1074867.866,1262562.019,4.1,150,1994,intermedio,Ligera Magnitud,Shales  calizas  arenitas  cherts y fosforitas
1115426.495,1262746.596,4.4,168,1994,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1081277.129,1262792.81,4,160,2000,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1118739.591,1263860.135,4.7,158.74,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1135754.42,1266003.411,4.1,150,2000,intermedio,Ligera Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1086576.335,1266008.769,4.3,147.6,1996,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1124481.05,1266196.397,4.6,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1126463.591,1268966.513,4.2,150,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1138065.624,1269659.875,5.2,160,2000,intermedio,Moderada Magnitud,Metalodolitas  metarenitas  metaconglomerados y mármoles.
1088778.478,1270657.763,5.3,145,1995,intermedio,Moderada Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1104135.416,1271792.516,4.3,150,1994,intermedio,Ligera Magnitud,Abanicos aluviales y depósitos coluviales
1123028.03,1273050.875,4.3,184,2007,profundo,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1127337.029,1273282.582,4.1,130,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1112417.488,1274243.301,4,146.7,2002,intermedio,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
1115730.344,1275135.533,4.1,165,1996,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1129539.252,1276385.284,4.4,186,2005,profundo,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1124326.583,1284336.5,4.8,166.3,1995,intermedio,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1090498.465,1297537.262,4.7,144,2009,intermedio,Ligera Magnitud,Shales con yeso  cherts  calizas y arenitas.
1118980.441,1302574.599,4.1,148.1,1998,intermedio,Ligera Magnitud,Shales con yeso y chert intercalados con calizas y arenitas
1201694.135,1306272.245,4.2,2,2011,superficial,Ligera Magnitud,Cuarzoarenitas de grano fino a grueso  conglomerados y arenitas feldespáticas y líticas  e intercalaciones de lodolitas oscuras.
1105388.29,1306746.942,4.4,4.08,2012,superficial,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1098094.394,1309828.863,4.2,133.1,2010,intermedio,Ligera Magnitud,Capas rojas constituidas por arenitas  conglomerados y limolitas.
1112104.062,1315499.958,4.2,144.7,2002,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1118284.557,1316399.45,4.1,144,1999,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1097860.296,1316464.765,4,135.4,2016,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1113080.179,1323023.751,4.2,143,1996,intermedio,Ligera Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1122893.723,1327361.664,4.3,150,1995,intermedio,Ligera Magnitud,Arenitas  limolitas y calizas intercaladas con tobas  brechas  aglomerados y lavas riolíticas a andesíticas.
1112943.773,1334084.561,4.6,160.1,2000,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1150686.99,1334963.241,4.1,5,1994,superficial,Ligera Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1082571.297,1347958.37,5.4,117.6,2015,intermedio,Moderada Magnitud,Ortogneises graníticos a tonalíticos y paragneises de composición anfibolítica y textura migmatítica
1080225.917,1364544.87,4.6,120.4,1996,intermedio,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
1093896.171,1366893.494,4,132.1,2002,intermedio,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
1117220.919,1388185.228,5,193.1,1996,profundo,Moderada Magnitud,Filitas  esquistos  cuarcitas  pizarras  metaconglomerados  metalimolitas y mármoles.
1079410.175,1389540.096,4,142,2005,intermedio,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
1083364.228,1396957.916,4.2,125,1998,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1089091.89,1398406.956,4,146.7,2001,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1130939.589,1444861.559,4.2,143.6,1998,intermedio,Ligera Magnitud,Arenitas de grano fino a conglomeráticas interestratificadas con arcillolitas y limolitas. Ocasionalmente  lentes de hierro oolítico y carbón.
1104159.157,1456290.693,4.3,130.7,2012,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1079378.735,1465969.585,4.4,112.2,2006,intermedio,Ligera Magnitud,Granodioritas que varían de sienogranitos a tonalitas y de cuarzomonzonitas a cuarzomonzodioritas
1112077.099,1498456.943,4.2,160.6,1994,intermedio,Ligera Magnitud,Gneises cuarzofeldespáticos  migmatitas  granulitas  anfibolitas  ortogneises  cuarcitas y mármoles.
